code,title,points_r1_2021,points_r1_2020,points_r1_2019
LM090,Physical Education with concurrent Teacher Educati,552.0,532.0,498
LM091,Languages with concurrent Teacher Education,506.0,517.0,
LM092,Science with Teacher Ed (Biology with Physics/Chem,521.0,507.0,478
LM093,Equine Science,367.0,339.0,338
LM094,Materials and Architectural Technology with concur,475.0,440.0,405
LM095,Materials and Engineering Technology with concurre,425.0,367.0,358
LM096,Science with Teacher Ed (Physical Sciences with Ch,454.0,405.0,382
LM097,Mathematics and Computer Science with concurrent T,465.0,402.0,
LM099,Architecture,520.0,498.0,419
LM100,Physiotherapy,613.0,589.0,565
LM101,Medicine  - Graduate Entry (GAMSAT required),57.0,55.0,55
LM102,Psychology,534.0,509.0,495
LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,429.0,392.0,313
LM105,Exercise and Health Fitness Management,441.0,,
LM115,Chemical and Biochemical Engineering,476.0,454.0,456
LM116,Engineering (Biomedical/Civil/Design and Manufactu,498.0,476.0,434
LM118,Electronic and Computer Engineering,445.0,403.0,401
LM121,Computer Science (Computer Systems/Games Dev/Cyber,402.0,351.0,352
LM122,Creative Media and Interaction Design (Digital Des,382.0,327.0,330
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,498.0,441.0,412
LM124,Mathematics (Math Science/Maths and Physics/Econom,455.0,437.0,427
LM125,Physics (Applied Physics or Mathematics and Physic,489.0,404.0,405
LM150,General Nursing,498.0,475.0,440
LM152,Mental Health Nursing,478.0,419.0,388
LM154,Intellectual Disability Nursing,462.0,420.0,381
LM156,Midwifery,521.0,469.0,429
MU001,Theology and Arts,294.0,290.0,290
MU002,Theology,,440.0,292
MH001,Education - Primary Teaching (Froebel),564.0,507.0,496
MH002,Education - Primary Teaching - Gaeltacht Applicant,,,441
MH003,Early Childhood - Teaching and Learning (full-time,381.0,,
MH101,Arts,338.0,318.0,316
MH103,Music,,,
MH106,Psychology - 3 years,554.0,521.0,495
MH107,Social Science,390.0,346.0,326
MH109,Media Studies,324.0,316.0,317
MH116,Community and Youth Work (Full-Time),,,
MH201,Science,401.0,360.0,350
MH202,Biotechnology,490.0,455.0,429
MH203,Biological and Geographical Sciences,451.0,430.0,
MH204,Physics with Astrophysics,422.0,422.0,420
MH206,Theoretical Physics and Mathematics,521.0,510.0,498
MH207,Data Science,444.0,445.0,434
MH208,Biological and Biomedical Sciences,543.0,498.0,451
MH209,Psychology (through Science) - 4 years,529.0,498.0,473
MH210,Pharmaceutical and Biomedical Chemistry,510.0,487.0,446
MH212,Science|Maths and Computer Science|Mathematics (wi,452.0,422.0,444
MH304,Engineering (Computer/Electronic/Communications),351.0,333.0,371
MH305,Product Design,326.0,357.0,358
MH306,Robotics and Intelligent Devices,362.0,361.0,361
MH401,Finance (options),370.0,357.0,352
MH402,Quantitative Finance,476.0,476.0,476
MH403,Accounting and Finance,424.0,422.0,402
MH404,Business (options),441.0,430.0,400
MH407,Business and Accounting,423.0,420.0,401
MH411,Entrepreneurship,378.0,371.0,358
MH501,LLB Law - four year Single Major Law programme,507.0,473.0,451
MH502,Law (options),465.0,451.0,410
MH601,Computer Science through Arts (options),381.0,352.0,342
MH602,Computer Science through Science (options),400.0,351.0,357
MH603,Computational Thinking,520.0,532.0,520
MH801,Early Childhood - Teaching and Learning (part-time,,327.0,347
MH802,Community and Youth Work (part-time  in service),,,
MH803,Local Studies/Community Studies (part-time  evenin,,,
AS001,Education  Home Economics and Biology - with concu,542.0,510.0,456
AS002,Education  Home Economics and Religious Ed - with,464.0,441.0,400
AS003,Education  Home Economics and Irish - with concurr,463.0,440.0,421
AS051,Nutrition  Food and Business Management,378.0,328.0,337
AS054,Home Economics,440.0,408.0,387
AS110,General Nursing,440.0,419.0,391
AS130,Intellectual Disability Nursing,387.0,336.0,317
SG141,Business,262.0,261.0,252
SG145,Business and ICT,279.0,,
SG146,Accounting,304.0,309.0,307
SG147,Sport with Business,288.0,307.0,269
SG148,Tourism with Event Management,298.0,269.0,246
SG150,Business in Marketing,298.0,,
SG241,Performing Arts,341.0,328.0,279
SG242,Early Childhood Care and Education,287.0,279.0,278
SG243,Social Care Practice,309.0,301.0,297
SG244,Fine Art,501.0,505.0,355
SG245,Creative Design,332.0,282.0,261
SG246,Computing,316.0,290.0,295
SG247,English and Psychology,319.0,309.0,308
SG248,Sociology and Politics,298.0,281.0,282
SG249,Writing and Literature,308.0,297.0,279
SG252,Software Development,310.0,307.0,300
SG253,Computing in Computer Networks and Cyber Security,336.0,324.0,273
SG254,Writing and Literature Online,327.0,225.0,
SG255,Law and Business,291.0,,
SG341,General Engineering,373.0,,
SG342,Civil Engineering,418.0,415.0,
SG343,Quantity Surveying,300.0,311.0,261
SG344,Mechanical Engineering,412.0,,
SG346,Construction Project Management and Applied Techno,313.0,291.0,289
SG347,Architecture,403.0,360.0,309
SG348,Interior Architecture and Design,359.0,316.0,
SG349,Electronics and Self Driving Technologies,,,
SG350,Robotics and Automation,384.0,,
SG442,Occupational Safety and Health,307.0,290.0,289
SG443,Human Nutrition,376.0,356.0,357
SG444,Science Undenominated,358.0,338.0,308
SG445,Pharmaceutical Science with Drug Development,357.0,311.0,347
SG447,Health Science and Physical Activity,326.0,328.0,316
SG448,Forensic Investigation and Analysis,308.0,306.0,306
SG449,Medical Biotechnology,315.0,341.0,329
SG450,Environmental Science with Ecology (Level 8),310.0,300.0,
TL801,Animation  Visual Effects and Motion Design (Level,718.0,281.0,281
TL802,TV  Radio and New Media (Level 8),322.0,325.0,306
TL810,Computing with Software Development,308.0,310.0,309
TL811,Computing with Games Development,322.0,358.0,310
TL815,Computing (Degree Award options),307.0,308.0,308
TL823,Event Management (3 year programme),293.0,299.0,291
TL831,Business Studies (Major Specialism in: Acctng or M,306.0,306.0,307
TL842,Construction Management,,,
TL844,Agricultural Engineering,301.0,300.0,311
TL845,Civil Engineering,361.0,325.0,300
TL847,Manufacturing Engineering,305.0,302.0,
TL848,Agricultural Science,307.0,308.0,331
TL851,Wildlife Biology (Degree Award options),309.0,309.0,310
TL855,Pharmaceutical Science (Degree Award options),316.0,317.0,342
TL858,Veterinary Bioscience,317.0,308.0,326
TL871,Health and Leisure (Degree Award options),303.0,300.0,303
TL872,Health and Leisure with Massage,314.0,309.0,288
TL873,Coaching and Sports Performance,308.0,289.0,282
TL874,Inclusive Sport and Physical Activity,341.0,,
TL880,Early Childhood Care and Education,309.0,307.0,307
TL881,Social Care,301.0,308.0,308
TL889,Counselling with Addiction - Mature applicants onl,,,
TL890,General Nursing and Mature Applicants,463.0,440.0,407
TL891,Mental Health Nursing and Mature Applicants,440.0,389.0,367
WD001,Applied Computing (options),270.0,260.0,279
WD002,Science (options),279.0,308.0,302
WD005,Health Sciences (options),271.0,280.0,288
WD006,Exercise Sciences (options),270.0,280.0,282
WD007,Engineering (options),270.0,288.0,287
WD025,Construction Management and Engineering,262.0,269.0,269
WD027,Music,321.0,262.0,290
WD048,Business (options),279.0,271.0,278
WD084,Accounting,308.0,308.0,307
WD091,Hospitality Management,225.0,228.0,210
WD116,General Nursing,446.0,422.0,413
WD117,Psychiatric Nursing,415.0,366.0,361
WD120,Intellectual Disability Nursing,390.0,377.0,338
WD134,International Business,267.0,290.0,289
WD137,Design (Visual Communications),252.0,271.0,253
WD140,Laws,280.0,280.0,290
WD144,Architecture,309.0,284.0,283
WD147,Pharmaceutical Science,288.0,293.0,298
WD150,Criminal Justice Studies,280.0,270.0,271
WD152,Visual Art,243.0,,253
WD161,Computer Forensics and Security,270.0,255.0,262
WD162,Quantity Surveying,226.0,216.0,260
WD163,Psychology,456.0,434.0,390
WD186,Sports Coaching and Performance,261.0,270.0,276
WD187,Social Science,276.0,272.0,271
WD191,Agricultural Science,377.0,377.0,378
WD192,Social Care Practice,271.0,270.0,279
WD193,Marketing and Digital Media,279.0,271.0,290
WD194,Culinary Arts,237.0,217.0,235
WD195,Architectural and Building Information Modelling T,279.0,279.0,266
WD200,Arts (options),201.0,,221
WD210,Software Systems Development,260.0,279.0,271
WD211,Creative Computing,270.0,271.0,275
WD212,Recreation and Sport Management,262.0,270.0,274
WD230,Mechanical and Manufacturing Engineering,230.0,253.0,273
WD231,Early Childhood Care and Education,266.0,,
WD232,Business Information Systems,261.0,,
CR126,Popular Music: Drums at CIT Cork School of Music,,801.0,878
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,,838.0,584
CR128,Popular Music: Keyboards at CIT Cork School of Music,,840.0,839
CR129,Popular Music: Voice at CIT Cork School of Music,,841.0,857
DB516,Financial Services,,,328
DC201,Common Entry into Science (Undenominated Entry),,498.0,454
DC239,Gaeilge Iriseoireacht agus na Meáin Dhigiteacha,,430.0,
DK860,Music (audition),,532.0,499
DL821,English Media and Cultural Studies,,212.0,211
DL828,3D Design Modelmaking and Digital Art,,506.0,691
DL829,Design for Stage and Screen (Costume Design),,593.0,817
DL830,Design for Stage and Screen (Character Makeup Design),,939.0,879
DL831,Design for Stage and Screen (Production Design),,781.0,893
DL834,Film and Television Production,,990.0,933
DN252,Dairy Business,,410.0,398
DN253,Agri - Environmental Sciences,,418.0,403
DN271,Forestry,,311.0,303
DN272,Horticulture Landscape and Sportsturf Management,,297.0,252
GC250,Communications and Media Production,,,
GC305,International Hospitality Management,,253.0,327
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,409.0,330
GY112,Arts with Film Studies,,321.0,338
GY120,Arts (Child Youth and Family: Policy and Practice),,350.0,309
GY121,Arts (Children`s Studies),,356.0,356
GY124,Arts (Arts with Data Science),,454.0,434
GY126,Arts (English and Media Studies),,391.0,418
GY131,Arts (History and Globalisation Studies),,360.0,340
LC401,Early Childhood Education and Care,,297.0,298
LC414,Data Analytics and Cyber Security,,236.0,
LC434,Environmental Science and Agriculture,,297.0,278
LC613,Early Childhood Education and Care,,242.0,346
MH405,Equine Business,,357.0,357
SG142,Business in International Marketing and Languages (French),,279.0,270
SG144,Business in International Marketing and Languages (Spanish),,270.0,280
SG250,Application Design and User Experience,,412.0,290
SG251,Computing (Smart Technologies),,327.0,303
TR012,History and Political Science,,555.0,532
TR017,Law and Business,,602.0,576
TR020,Law and Political Science,,602.0,567
TR029,Political Science and Geography,,526.0,477
TR082,Computer Science and Business,,555.0,510
TR083,Sociology and Social Policy,,498.0,451
TR111,Ancient History and Archaeology/Geography,,352.0,
TR112,Ancient History and Archaeology/History,,529.0,
TR113,Ancient History and Archaeology/History of Art and Architecture,,337.0,
TR114,Ancient History and Archaeology/Modern Language,,337.0,
TR117,Ancient History and Archaeology/Religion,,342.0,
TR166,Classical Civilisation/English Literature,,498.0,
TR173,Classical Civilisation/History of Art and Architecture,,335.0,
TR177,Classical Civilisation/Modern Language,,335.0,
TR179,Classical Civilisation/Philosophy,,499.0,
TR198,Economics/Geography,,534.0,
TR202,Economics/History,,534.0,
TR207,Economics/Mathematics,,566.0,
TR208,Economics/Modern Language,,534.0,
TR209,Economics/Philosophy,,534.0,
TR212,Economics/Sociology,,534.0,
TR228,Classical Languages/English Literature,,498.0,
TR231,Classical Languages/History of Art and Architecture,,349.0,
TR233,Classical Languages/Middle EasternJewish and Islamic Civilisations,,349.0,
TR239,Classical Languages/Modern Language,,349.0,
TR262,English Literature/History,,529.0,
TR263,English Literature/History of Art and Architecture,,498.0,
TR269,English Literature/Philosophy,,499.0,
TR272,English Literature/Sociology,,498.0,
TR276,English Literature/Drama Studies,,498.0,
TR277,English Literature/Modern Language,,498.0,
TR311,Film/Drama Studies,,521.0,
TR312,Film/English Literature,,521.0,
TR320,Film/Music,,521.0,
TR322,Geography/History,,529.0,
TR323,Drama Studies/Modern Language,,473.0,
TR324,Film/Modern Language,,521.0,
TR325,Film/History,,529.0,
TR326,Geography/Modern Language,,352.0,
TR332,Geography/Sociology,,498.0,
TR443,History/History of Art and Architecture,,529.0,
TR447,History/Modern Language,,529.0,
TR449,History/Philosophy,,529.0,
TR452,History/Sociology,,529.0,
TR454,History/Religion,,529.0,
TR455,History of Art and Architecture/Modern Language,,334.0,
TR479,History of Art and Architecture/Philosophy,,499.0,
TR547,Middle EasternJewish and Islamic Civ./Ancient History and Archaeology,,337.0,
TR548,Middle EasternJewish and Islamic Civilisations/Classical Civilisation,,335.0,
TR554,Middle EasternJewish and Islamic Civilisations/History,,529.0,
TR563,Middle EasternJewish and Islamic Civilisations/Modern Language,,335.0,
TR564,Middle EasternJewish and Islamic Civilisations/Music,,,
TR565,Middle EasternJewish and Islamic Civilisations/Religion,,342.0,
TR597,Mathematics/Modern Language,,566.0,
TR598,Mathematics/Music,,566.0,
TR599,Mathematics/Philosophy,,566.0,
TR629,Music/Philosophy,,499.0,
TR635,Music/Drama Studies,,473.0,
TR636,Music/Modern Language,,388.0,
TR638,Music/Religion,,388.0,
TR639,Philosophy/Modern Language,,499.0,
TR662,Philosophy/Sociology,,499.0,
TR663,Religion/Classical Civilisation,,342.0,
TR664,Religion/English Literature,,498.0,
TR665,Religion/History of Art and Architecture,,342.0,
TR666,Religion/Modern Language,,,
TR667,French/Modern Language,,403.0,
TR668,German/Modern Language,,389.0,
TR669,Irish/Modern Language,,368.0,
TR670,Italian/Modern Language,,381.0,
TR671,Russian/Modern Language,,332.0,
TR672,Spanish/Modern Language,,336.0,
TR755,Sociology/Drama Studies,,498.0,
TR756,Sociology/Modern Language,,498.0,
TU803,Electronic Engineering,,243.0,
TU806,Sustainable Energy Engineering,,262.0,
TU808,Engineering Software,,260.0,
TU809,Mechanical Engineering,,235.0,
TU813,Automation Engineering,,218.0,
TU873,Industrial Mathematics,,250.0,
TU901,Business,,270.0,
TU908,Management,,262.0,
TU909,Accounting and Finance,,285.0,
TU911,Accounting and Finance,,209.0,
TU913,Business and Information Technology,,252.0,
TU915,International Business,,252.0,
TU916,International Business,,235.0,
TU923,Marketing Management,,228.0,
TU966,Languages and English Studies,,366.0,
TU971,Contemporary Visual Culture,,290.0,
TU972,Creative and Cultural Industries,,281.0,
TU986,Print Media Technology and Management,,289.0,
TU993,Early Childhood Care and Education,,270.0,
TU994,Early Childhood Care and Education,,321.0,
WD149,Early Childhood Studies,,271.0,288
AL853,Accouning nd Lw,,,305
CW178,Spor Science (opions),,,399
CK116,Spors Sudies nd Physicl Educion,,,499
CK502,Food Mrkeing nd Enrepreneurship,,,433
CK506,Inernionl Developen nd Food Policy,,,367
DC005,Educion - Priry Teching - Irish Sign Lnguge,,,316
DC167,Physics wih Asronoy,,,434
DC171,Applied Physics,,,402
DC173,Physics wih Bioedicl Sciences,,,402
DT001,Produc Design,,,433
DT028,Trnspor Operions nd Technology,,,279
DT035,Elecricl Services nd Energy Mngeen,,,293
DT066,Engineering (Generl Enry),,,400
DT101,Archiecure (es nd inerview),,,618
DT106,Plnning nd Environenl Mngeen,,,312
DT110,Propery Econoics (Vluion Surveying),,,367
DT111,Quniy Surveying nd Consrucion Econoics,,,391
DT112,Geogrphic Science,,,287
DT117,Consrucion Mngeen,,,356
DT175,Archiecurl Technology,,,388
DT201,Science (Generl Enry),,,464
DT203,Anlyicl Cheisry (Environenl Forensic nd Phrceuicl),,,341
DT204,Bioedicl Science,,,501
DT205,Mheicl Sciences,,,315
DT206,Bioedicl nd Moleculr Dignosics,,,473
DT211,Copuer Science (Infrsrucure),,,381
DT220,Indusril Mheics,,,300
DT221,Physics wih Energy nd Environen,,,348
DT222,Physics Technology,,,321
DT223,Hun Nuriion nd Dieeics,,,553
DT224,Opoery,,,487
DT225,Public Helh Nuriion,,,440
DT227,Science wih Nnoechnology,,,312
DT228,Copuer Science,,,451
DT229,Clinicl Mesureen Science,,,491
DT235,Physics wih Medicl Physics nd Bioengineering,,,357
DT282,Copuer Science (Inernionl),,,377
DT299,Cheicl Sciences wih Medicinl Cheisry,,,420
DT302,Business Anlyics,,,325
DT304,E-Coerce in Reiling,,,341
DT321,Business nd Lw,,,462
DT341,Mrkeing,,,400
DT343,Reil nd Services Mngeen,,,301
DT354,Business Copuing,,,322
DT358,Logisics nd Supply Chin Mngeen,,,300
DT365,Business nd Mngeen,,,440
DT366,Accouning nd Finnce,,,432
DT398,Hun Resource Mngeen,,,375
DT399,Econoics nd Finnce,,,437
DT401,Inernionl Hospiliy Mngeen,,,300
DT405,Culinry Science,,,308
DT407,Culinry Ars,,,271
DT412,Touris Mrkeing,,,284
DT413,Even Mngeen,,,356
DT416,Culinry Enrepreneurship,,,275
DT420,Nurceuicls in Helh nd Nuriion,,,392
DT421,Food Innovion,,,321
DT422,Phrceuicl Helhcre,,,397
DT491,Environenl Helh,,,343
DT501,Music,,,383
DT504,Fil nd Brodcsing,,,443
DT506,Coercil Modern Music,,,468
DT508,Ge Design,,,403
DT517,Lnguges nd English Sudies,,,326
DT518,Lnguges nd Inernionl Touris,,,307
DT529,Dr (Perfornce),,,371
DT532,Lw (LL.B.),,,422
DT533,Coneporry Visul Culure,,,
DT544,Inerior Design,,,552
DT545,Design - Visul Counicion,,,667
DT546,Fine Ar,,,668
DT555,Inernionl Business nd Lnguges,,,353
DT559,Phoogrphy,,,700
DT571,Socil Cre,,,394
DT572,Erly Childhood Educion,,,385
DT582,Journlis,,,347
DT596,Prin Medi Technology nd Mngeen,,,252
DT597,Creive nd Culurl Indusries,,,280
DL835,Creive Medi Technologies,,,237
GC405,Inernionl Hospiliy Mngeen (Dublin),,,254
ID003,Business Sudies wih Chinese,,,
BN101,Business,,,252
BN103,Business nd Inforion Technology,,,254
BN104,Copuing (Inforion Technology),,,260
BN107,Applied Socil Sudies in Socil Cre,,,300
BN108,Engineering (Coon Enry wih Awrd opions),,,271
BN109,Business (Coon Enry wih Awrd opions),,,260
BN110,Inernionl Business,,,253
BN111,Spors Mngeen nd Coching,,,270
BN112,Creive Digil Medi,,,280
BN113,Horiculure,,,289
BN114,Accouning nd Finnce,,,280
BN115,Couniy nd Youh Developen,,,250
BN117,Copuer Engineering in Mobile Syses,,,273
BN118,Erly Childhood Cre nd Educion,,,290
BN119,Digil Mrkeing,,,270
BN120,Digil Forensics nd Cyber Securiy,,,281
BN121,Mechronic Engineering,,,276
BN123,DesignTechnology nd Innovion,,,297
TA022,Creive Digil Medi,,,260
TA023,Adverising nd Mrkeing Counicions,,,235
TA024,Erly Childhood Cre nd Educion,,,217
TA025,Socil Cre Prcice,,,261
TA026,Inernionl Hospiliy nd Touris Mngeen,,,208
TA027,Bonicl Cuisine,,,236
TA028,Digil Mrkeing Technologies,,,220
TA121,Accouning nd Finnce,,,202
TA122,Mngeen,,,218
TA123,Mrkeing Mngeen,,,207
TA125,Inernionl Business,,,229
TA221,Elecronic Engineering,,,251
TA222,Mechnicl Engineering,,,243
TA223,Susinble Energy Engineering,,,236
TA224,Bioedicl Design,,,218
TA225,Auoion Engineering,,,235
TA226,Engineering Sofwre,,,243
TA321,Phrceuicl Science,,,261
TA322,Copuing,,,200
TA323,Copuing wih IT Mngeen,,,243
TA326,DNA nd Forensic Anlysis,,,300
TA327,Spors Science nd Helh,,,341
TA328,Copuing wih Lnguge (French/Gern/Spnish),,,218
TA329,Copuing wih D Anlyics,,,218
NC025,D Science,,,297
GA385,Reil Mngeen,,,219
LY218,Business - wih Spnish/Irish opions,,,298
CI101,Counselling nd Psychoherpy (Lierick),,,276
LC411,Mrkeing nd Mngeen (Thurles),,,226
SG149,Business in Finnce nd Invesen,,,262
SG441,Environenl Science,,,297
SG446,Applied Archeology,,,289
TL803,Music Technology,,,264
TL812,Copuing wih Digil Medi,,,369
WD148,Touris Mrkeing,,,269
